,name,lr,gpu,time,alpha,block,decay,epoch,wandb,device,fc_out,m2_mlp,method,adjoint,augment,dataset,dropout,max_nfe,not_lcc,raytune,use_mlp,w_style,beta_dim,function,gcn_bias,gcn_symm,patience,alpha_dim,data_norm,gcn_fixed,max_iters,optimizer,rand_seed,step_size,tol_scale,add_source,batch_norm,gcn_params,hidden_dim,label_rate,num_splits,omega_diag,self_loops,time_dep_w,undirected,use_labels,gcn_enc_dec,gcn_non_lin,omega_style,w_diag_init,wandb_group,wandb_sweep,graff_params,omega_params,w_param_free,wandb_entity,XN_activation,input_dropout,target_homoph,w_diag_init_q,w_diag_init_r,wandb_offline,wandb_project,adjoint_method,gcn_params_idx,max_test_steps,omega_diag_val,wandb_run_name,conv_batch_norm,gcn_mid_dropout,geom_gcn_splits,planetoid_split,track_grad_flow,use_best_params,graff_gcn_params,no_alpha_sigmoid,pointwise_nonlin,self_loop_weight,adjoint_step_size,time_dep_struct_w,tol_scale_adjoint,track_grad_flow_switch,loss,T0_WDE,ev_av,ev_std,TN_WDE,_timestamp,_wandb,ev_min,std_fwd,_step,T0r_DE,pred_homophil,_runtime,ev_max,test_acc,W_evals,enc_pred_homophil,TNr_DE,ev_skew,T0_DE,RQX0,gf_table,TN_DE,av_fwd,label_homophil,num_params,val_acc,W_evecs,train_acc,RQXN
0,wild-elevator-1274,0.01,0,8,1,constant,0.0005,25,True,cpu,False,False,euler,False,False,bipartite,0,1000,True,False,False,sum,sc,graff,False,False,,sc,rw,False,100,adam,7907,0.1,1,False,False,,16,0.5,1,none,True,False,True,False,False,False,zero,uniform,testing,False,,,True,graph_neural_diffusion,True,0.5,0.80,1,0,False,greed,adaptive_heun,1,100,0,,layerwise,False,False,False,True,,"[1, 'zero', 'none', 0, False, 'sum', False, True]",False,False,,1,False,1,True,1.0594568252563477,129.92779541015625,-0.05307094752788544,0.770707368850708,-97362.4765625,1681914380.551308,{'runtime': 12},-1.3652820587158203,0.05725812587297442,2,0.6763197183609009,0.009900989942252636,13.9511079788208,1.1269735097885132,1.0,"[-1.3652820587158203, -1.205094814300537, -0.8414216637611389, -0.8205002546310425, -0.5043840408325195, -0.24929165840148929, -0.15389589965343475, -0.09425415098667143, 0.028403490781784058, 0.06592818349599838, 0.11656825244426729, 0.3622942864894867, 0.6701322793960571, 0.9376915097236632, 1.0769978761672974, 1.1269735097885132]",0.2659406065940857,1.943202018737793,-0.0430024117231369,1050.7220458984375,0.6763197779655457,"{'artifact_path': 'wandb-client-artifact://8tmkot45gmlcwc3c0yayfb0kqlb8h6xhnj8vai5yktto9qgp6mivsbw3cm9g31jjf5yzkym1cv6movbi3a4wm7e8tem55241gz5q1nj37h9afcnh5lujemxv4dtpi4q1:latest/gf_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://8tmkot45gmlcwc3c0yayfb0kqlb8h6xhnj8vai5yktto9qgp6mivsbw3cm9g31jjf5yzkym1cv6movbi3a4wm7e8tem55241gz5q1nj37h9afcnh5lujemxv4dtpi4q1:latest/gf_table.table.json', 'path': 'media/table/gf_table_1_f6019efe6d2fea4b645b.table.json', 'size': 8718, '_type': 'table-file', 'ncols': 6, 'nrows': 80, 'sha256': 'f6019efe6d2fea4b645b0c54dc3d75e163e20ad4b9a94ad8fe2342788415c3d6'}",381568.0,0.3451742132504781,0.009900989942252636,342,1.0,"{'_type': 'histogram', 'bins': [-0.6543890833854675, -0.6134930849075317, -0.572597086429596, -0.5317010879516602, -0.49080508947372437, -0.4499090611934662, -0.4090130627155304, -0.3681170642375946, -0.3272210657596588, -0.286325067281723, -0.24542906880378723, -0.20453305542469025, -0.16363705694675446, -0.12274105846881866, -0.08184505254030228, -0.04094905033707619, -5.3048133850097656e-05, 0.04084295406937599, 0.08173895627260208, 0.12263496220111847, 0.16353096067905426, 0.20442695915699005, 0.24532297253608704, 0.2862189710140228, 0.3271149694919586, 0.3680109679698944, 0.4089069664478302, 0.449802964925766, 0.49069899320602417, 0.53159499168396, 0.5724909901618958, 0.6133869886398315, 0.6542829871177673], 'values': [2, 0, 1, 2, 4, 4, 4, 0, 10, 8, 14, 16, 13, 10, 19, 16, 15, 10, 19, 12, 18, 8, 13, 13, 6, 2, 4, 5, 1, 5, 1, 1]}",1.0,1.943202018737793
1,still-sea-1280,0.01,0,8,1,constant,0.0005,25,True,cpu,False,False,euler,False,False,bipartite,0,1000,True,False,False,asymm,sc,graff,False,False,,sc,rw,False,100,adam,4160,0.1,1,False,False,,16,0.5,1,const,True,True,True,False,False,False,diag,uniform,testing,False,,,True,graph_neural_diffusion,False,0.5,0.80,1,0,False,greed,adaptive_heun,0,100,1,,layerwise,False,False,False,True,,"[0, 'diag', 'const', 1, True, 'asymm', True, False]",False,True,,1,False,1,True,0.6777499914169312,60.05928421020508,-0.008525118231773376,0.9669131636619568,-3281.91357421875,1681921793.80046,{'runtime': 15},-1.7134602069854736,0.011927706897686328,2,0.8415240049362183,1.0,16.39507818222046,1.6687849760055542,0.6,"[-1.7134602069854736, -1.503551959991455, -0.9710490703582764, -0.7748119831085205, -0.6616883277893066, -0.33293822407722473, -0.1734001189470291, -0.08027806878089905, 0.08310680091381073, 0.160151869058609, 0.5096316933631897, 0.5495526194572449, 0.832477331161499, 0.9792137145996094, 1.2918570041656494, 1.6687849760055542]",0.3696039617061615,0.0004091389128006994,-0.08033648133277893,1542.515625,0.8415240049362183,"{'_type': 'table-file', 'ncols': 9, 'nrows': 80, 'sha256': '7090124701a0c9ee98573e258f526c50f9467ca86162b09ac1a02c162cb50a79', 'artifact_path': 'wandb-client-artifact://ul9bgllb4ibjqtlpfj7dswc7opmqiognc3ak7nh0a38wu66idqxhw25q8rsscexqsvn5hmhqt0d3qt51ip5a4n4mqbx3gk3dpprenyraa78x135bw0qo4cbjr8n0rfne:latest/gf_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://ul9bgllb4ibjqtlpfj7dswc7opmqiognc3ak7nh0a38wu66idqxhw25q8rsscexqsvn5hmhqt0d3qt51ip5a4n4mqbx3gk3dpprenyraa78x135bw0qo4cbjr8n0rfne:latest/gf_table.table.json', 'path': 'media/table/gf_table_1_7090124701a0c9ee9857.table.json', 'size': 10984}",9.023168563842772,0.4560189147790273,0.009900989942252636,21846,0.45,"{'_type': 'histogram', 'bins': [-0.5821168422698975, -0.5457383394241333, -0.5093597769737244, -0.4729812741279602, -0.43660274147987366, -0.4002242088317871, -0.36384567618370056, -0.327467143535614, -0.29108864068984985, -0.2547101080417633, -0.21833157539367676, -0.1819530427455902, -0.14557451009750366, -0.10919599235057831, -0.07281745970249176, -0.03643893450498581, -6.04093074798584e-05, 0.03631811589002609, 0.07269664108753204, 0.10907517373561859, 0.14545369148254395, 0.1818322241306305, 0.21821075677871704, 0.2545892894268036, 0.29096782207489014, 0.3273463249206543, 0.36372485756874084, 0.4001033902168274, 0.43648192286491394, 0.4728604555130005, 0.5092389583587646, 0.5456175208091736, 0.5819960236549377], 'values': [1, 0, 4, 4, 3, 5, 6, 9, 11, 8, 13, 11, 14, 13, 7, 16, 11, 15, 12, 14, 8, 11, 13, 9, 9, 4, 9, 6, 3, 3, 3, 1]}",0.49375,0.00040908672963269055
