,name,lr,gpu,time,alpha,block,decay,epoch,wandb,device,fc_out,m2_mlp,method,adjoint,augment,dataset,dropout,max_nfe,not_lcc,raytune,use_mlp,w_style,beta_dim,function,gcn_bias,gcn_symm,patience,alpha_dim,data_norm,gcn_fixed,max_iters,optimizer,rand_seed,step_size,tol_scale,add_source,batch_norm,gcn_params,hidden_dim,label_rate,num_splits,omega_diag,self_loops,time_dep_w,undirected,use_labels,gcn_enc_dec,gcn_non_lin,omega_style,w_diag_init,wandb_group,wandb_sweep,graff_params,omega_params,w_param_free,wandb_entity,XN_activation,input_dropout,target_homoph,w_diag_init_q,w_diag_init_r,wandb_offline,wandb_project,adjoint_method,gcn_params_idx,max_test_steps,omega_diag_val,wandb_run_name,conv_batch_norm,gcn_mid_dropout,geom_gcn_splits,planetoid_split,track_grad_flow,use_best_params,graff_gcn_params,no_alpha_sigmoid,pointwise_nonlin,self_loop_weight,adjoint_step_size,time_dep_struct_w,tol_scale_adjoint,track_grad_flow_switch,std_fwd,_runtime,test_acc_mean,ev_av,T0_WDE,TNr_DE,test_acc_std,TN_WDE,ev_std,RQX0,TN_DE,_wandb,_timestamp,RQXN,_step,T0_DE,train_acc_mean,gf_table,enc_pred_homophil,T0r_DE,av_fwd,num_params,val_acc_mean,pred_homophil,ev_max,ev_min,ev_skew,label_homophil
4,divine-sweep-20,0.002908,0,2.099,1,constant,0.03178,201,True,cpu,False,False,euler,False,False,wisconsin,0.3717,1000,True,False,False,sum,sc,graff,False,False,,sc,rw,False,100,adam,53,0.5,1,True,False,,256,0.5,10,none,True,False,True,False,False,False,zero,uniform,testing,True,,,True,graph_neural_diffusion,True,0.3674,0.80,1,0,False,greed,adaptive_heun,1,100,0,,none,False,True,False,True,True,"[1, 'zero', 'none', 0, False, 'sum', False, True]",False,False,,1,False,1,True,0.000856684891046307,29.18422222137451,83.52941176470587,0.006715424824506044,-274.37420654296875,0.7877544164657593,4.223658672262356,-5279.2509765625,0.12335152924060822,1.3254090547561646,11769.1025390625,{'runtime': 28},1681403256.7132611,0.7877544164657593,1,2764.25,100.0,"{'path': 'media/table/gf_table_0_4ddedaf859872eeda974.table.json', 'size': 587, '_type': 'table-file', 'ncols': 6, 'nrows': 5, 'sha256': '4ddedaf859872eeda97428ea552a0ac91e8284b2067ad2a39ad739ae348ea0b8', 'artifact_path': 'wandb-client-artifact://nnk874vdsglxuqtmjn6cdop45ek5a4mifgvd3q2idh72ocgiijq7rhbhgpmjdj09c8r4uoxwdldmvjubvwi5nojwiubqzmvq76p7lz0ok9ttz66tzzn5083oz5gmvczp:latest/gf_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://nnk874vdsglxuqtmjn6cdop45ek5a4mifgvd3q2idh72ocgiijq7rhbhgpmjdj09c8r4uoxwdldmvjubvwi5nojwiubqzmvq76p7lz0ok9ttz66tzzn5083oz5gmvczp:latest/gf_table.table.json'}",0.6377063393592834,1.325409173965454,0.012976160287857056,503049,86.37500000000001,0.7141615748405457,1.2894457578659058,-0.940030872821808,9.209013938903809,0.7141615748405457
16,atomic-sweep-8,0.00394,0,2.552,1,constant,0.0003348,201,True,cpu,False,False,euler,False,False,Pubmed,0.4232,1000,True,False,False,sum,sc,graff,False,False,,sc,rw,False,100,adam,1114,0.5,1,True,False,,64,0.5,10,none,True,False,True,False,False,False,zero,uniform,testing,True,,,True,graph_neural_diffusion,True,0.412,0.80,1,0,False,greed,adaptive_heun,1,100,0,,none,False,True,False,True,True,"[1, 'zero', 'none', 0, False, 'sum', False, True]",False,False,,1,False,1,True,0.019200509304488703,561.7867300510406,87.96653144016227,0.11385995149612428,-314.037841796875,0.19367259740829468,0.4683743035990666,-2532704.5,1.4354323148727417,0.922009825706482,226051.453125,{'runtime': 561},1681395654.476955,0.19367259740829468,1,2230.52978515625,90.12680967980556,"{'nrows': 6, 'sha256': 'c841b0a282f6ce8f343c995cb890f662d17f161d40a9b208c03126d5970f4951', 'artifact_path': 'wandb-client-artifact://hh26j14y4ta3tb8jkkal2nrgy6bk00ykup8szauf65minry2c1r3h2p1o2r0zixge4o5v336w6ekq5gsc0uauw1ltp3hvj0ha7we2pdal82tc4vvvro3igf2f91autfb:latest/gf_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://hh26j14y4ta3tb8jkkal2nrgy6bk00ykup8szauf65minry2c1r3h2p1o2r0zixge4o5v336w6ekq5gsc0uauw1ltp3hvj0ha7we2pdal82tc4vvvro3igf2f91autfb:latest/gf_table.table.json', 'path': 'media/table/gf_table_0_c841b0a282f6ce8f343c.table.json', 'size': 681, '_type': 'table-file', 'ncols': 6}",1.198855757713318,0.9220099449157716,0.2705581712722778,36359,88.37242472266243,1.8514649868011477,5.030710697174072,-2.400172233581543,1.8112008571624756,1.6766853332519531
7,confused-sweep-17,0.004,0,2.985,1,constant,0.0089,201,True,cpu,False,False,euler,False,False,texas,0.3293,1000,True,False,False,sum,sc,graff,False,False,,sc,rw,False,100,adam,3395,0.5,1,True,False,,256,0.5,10,none,True,False,True,False,False,False,zero,uniform,testing,True,,,True,graph_neural_diffusion,True,0.3936,0.80,1,0,False,greed,adaptive_heun,1,100,0,,none,False,True,False,True,True,"[1, 'zero', 'none', 0, False, 'sum', False, True]",False,False,,1,False,1,True,0.0007253288105776312,25.87798810005188,72.43243243243245,-0.013454388827085497,1589.9383544921875,1.4584622383117676,6.922296472900377,-55664.23828125,0.6523771286010742,1.3391364812850952,112241.15625,{'runtime': 25},1681403124.3884091,1.4584622383117676,1,6255.86279296875,99.6551724137931,"{'_type': 'table-file', 'ncols': 6, 'nrows': 6, 'sha256': 'abc161856d3060c95c0a00c8b226462853f7ca5d23cb8bcb965f0657fc142853', 'artifact_path': 'wandb-client-artifact://f3f3mhseh4zfkqyoikfz070mpwaf6yb6keg651wm6gao2ja3nlxwqupseskxnigpprsf5kvyr6ad9er8850gtxninccup1yveu8lqdc35t6y84o48f88uspq8qtbcln8:latest/gf_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://f3f3mhseh4zfkqyoikfz070mpwaf6yb6keg651wm6gao2ja3nlxwqupseskxnigpprsf5kvyr6ad9er8850gtxninccup1yveu8lqdc35t6y84o48f88uspq8qtbcln8:latest/gf_table.table.json', 'path': 'media/table/gf_table_0_abc161856d3060c95c0a.table.json', 'size': 697}",0.9959514141082764,1.3391367197036743,0.011347565531730651,503049,78.13559322033899,0.7260459065437317,2.176659345626831,-2.88554048538208,-0.6362181305885315,0.5856950283050537
22,dauntless-sweep-2,0.00261,0,3.0,1,constant,0.04125,201,True,cpu,False,False,euler,False,False,Cora,0.3386,1000,True,False,False,sum,sc,graff,False,False,,sc,rw,False,100,adam,8313,0.25,1,True,False,,64,0.5,10,none,True,False,True,False,False,False,zero,uniform,testing,True,,,True,graph_neural_diffusion,True,0.5294,0.80,1,0,False,greed,adaptive_heun,1,100,0,,none,False,True,False,True,True,"[1, 'zero', 'none', 0, False, 'sum', False, True]",False,False,,1,False,1,True,0.0064773525950303,139.50305604934692,86.80080482897384,0.1923694759607315,-766.3510131835938,0.12546667456626892,1.409025464789666,-803530.9375,0.675297200679779,0.6682193875312805,76343.2109375,{'runtime': 138},1681393751.625204,0.12546667456626892,1,716.497314453125,95.16778523489933,"{'ncols': 6, 'nrows': 13, 'sha256': '1847cd8a1c764b8921ace96dce9da545647b179adc95034d434a7e253ca61d5f', 'artifact_path': 'wandb-client-artifact://8kd4aloyxa6sj7m02houcr280cclb28c6o9pl9nqk8qfy6jm9uphbla0b1l9hfw3hct5lt2d3rokqhqvr2k0ohobupk8gyjeeixrgh1jvncvv655sbxmxiq6obmxy7kd:latest/gf_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://8kd4aloyxa6sj7m02houcr280cclb28c6o9pl9nqk8qfy6jm9uphbla0b1l9hfw3hct5lt2d3rokqhqvr2k0ohobupk8gyjeeixrgh1jvncvv655sbxmxiq6obmxy7kd:latest/gf_table.table.json', 'path': 'media/table/gf_table_0_1847cd8a1c764b8921ac.table.json', 'size': 1421, '_type': 'table-file'}",0.7353243827819824,0.668219268321991,0.06757534968852996,96331,88.42964824120602,1.7800840139389038,3.0238122940063477,-0.09341243654489516,6.5070390701293945,1.6853362321853638
13,twilight-sweep-11,0.001411,0,3.194,1,constant,0.0004295,201,True,cpu,False,False,euler,False,False,chameleon,0.3674,1000,True,False,False,sum,sc,graff,False,False,,sc,rw,False,100,adam,3741,1.0,1,True,False,,64,0.5,10,none,True,False,True,False,False,False,zero,uniform,testing,True,,,True,graph_neural_diffusion,True,0.4327,0.80,1,0,False,greed,adaptive_heun,1,100,0,,none,False,True,False,True,True,"[1, 'zero', 'none', 0, False, 'sum', False, True]",False,False,,1,False,1,True,0.008769497111772514,177.24478602409363,66.68859649122807,0.018770717084407806,-513.2366943359375,1.059317111968994,1.7773984138554502,-364812.0,1.759013533592224,1.756788730621338,324226.34375,{'runtime': 176},1681396654.958623,1.0593169927597046,1,11784.8642578125,97.96703296703296,"{'sha256': 'e8980a447837ef57b5d5fdc25ce9793f577033f5486894bf7f08dec818748ff6', 'artifact_path': 'wandb-client-artifact://b74a2txs61nla9fow51ox6dwz3s1q6ew0hjrf33hvkj6ljpwwkff2eky3p89q78kgjuo6im1c2zzaw2ayqhrx7ujmcfw9hlpjwjyhpj77xz2ji6s11adqgic0j126pe1:latest/gf_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://b74a2txs61nla9fow51ox6dwz3s1q6ew0hjrf33hvkj6ljpwwkff2eky3p89q78kgjuo6im1c2zzaw2ayqhrx7ujmcfw9hlpjwjyhpj77xz2ji6s11adqgic0j126pe1:latest/gf_table.table.json', 'path': 'media/table/gf_table_0_e8980a447837ef57b5d5.table.json', 'size': 482, '_type': 'table-file', 'ncols': 6, 'nrows': 4}",0.18729910254478457,1.7567888498306274,0.08601675343513489,153289,66.95473251028807,0.5996708869934082,3.856731414794922,-4.5338616371154785,-0.20566633343696591,0.5137882828712463
10,classic-sweep-14,0.0027,0,3.275,1,constant,0.0006,201,True,cpu,False,False,euler,False,False,squirrel,0.159,1000,True,False,False,sum,sc,graff,False,False,,sc,rw,False,100,adam,7266,1.0,1,False,False,,128,0.5,10,none,True,False,True,False,False,False,zero,uniform,testing,True,,,True,graph_neural_diffusion,True,0.349,0.80,1,0,False,greed,adaptive_heun,1,100,0,,layerwise,False,True,False,True,True,"[1, 'zero', 'none', 0, False, 'sum', False, True]",False,False,,1,False,1,True,3.632503611807064,2086.0681359767914,58.54947166186359,-0.04503435268998146,-1924.9034423828125,1.399637222290039,1.1860772745857873,-3802389.0,1.434192776679993,1.5868710279464722,6323789.5,{'runtime': 2085},1681401126.004599,1.3996371030807495,1,31799.642578125,93.50560897435898,"{'ncols': 6, 'nrows': 4, 'sha256': 'c7aeecec9bcd5d95cd727940f851721187d63f9e770bf04f4aa207d7cab90acf', 'artifact_path': 'wandb-client-artifact://v3p3gdy6yf2kbg9skk8x5pgebo2nxq4iys5awi37s1ziqgv7tqshbsbsngyy1opje4zt1azvamn98tx4br2gzj01j1c7k6zr3panjobcpgfjop91l80abf8p75arojnp:latest/gf_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://v3p3gdy6yf2kbg9skk8x5pgebo2nxq4iys5awi37s1ziqgv7tqshbsbsngyy1opje4zt1azvamn98tx4br2gzj01j1c7k6zr3panjobcpgfjop91l80abf8p75arojnp:latest/gf_table.table.json', 'path': 'media/table/gf_table_0_c7aeecec9bcd5d95cd72.table.json', 'size': 462, '_type': 'table-file'}",0.10522335022687912,1.5868709087371826,1.0318178766965866,284553,59.543269230769226,0.48595818877220154,2.7723329067230225,-4.2053751945495605,-0.25943857431411743,0.464400976896286
18,grateful-sweep-6,0.000117,0,2.0,1,constant,0.02737,201,True,cpu,False,False,euler,False,False,Citeseer,0.2224,1000,False,False,False,sum,sc,graff,False,False,,sc,rw,False,100,adam,2494,0.5,1,True,False,,64,0.5,10,none,True,False,True,False,False,False,zero,uniform,testing,True,,,True,graph_neural_diffusion,False,0.5129,0.80,1,0,False,greed,adaptive_heun,2,100,0,,none,False,True,False,True,True,"[2, 'zero', 'none', 0, False, 'sum', True, False]",False,True,,1,False,1,True,0.019329114811420273,179.5986430644989,75.27019944472775,0.0808958038687706,-3461.87841796875,0.11532768607139587,1.7074172310247937,-153225.25,1.3730247020721436,0.452470600605011,15820.4755859375,{'runtime': 179},1681394480.251724,0.11532767117023468,1,3201.800537109375,83.85273656116694,"{'size': 595, '_type': 'table-file', 'ncols': 6, 'nrows': 5, 'sha256': '0d8a3d70d00c60c8e47990a50d332026b9e5ad2ae02e85081eacd3c2b8953ef7', 'artifact_path': 'wandb-client-artifact://mvwnbsfwhadnqxotf4ewldcgke9a412dcfilzjq0tmh2rc664kon8m83o9d6g2kbiwu5dqg52kkah3oq5pofs2xrhj2n1g5dufh0ynco32sr6vbw4prtv1g3vte8m0a3:latest/gf_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://mvwnbsfwhadnqxotf4ewldcgke9a412dcfilzjq0tmh2rc664kon8m83o9d6g2kbiwu5dqg52kkah3oq5pofs2xrhj2n1g5dufh0ynco32sr6vbw4prtv1g3vte8m0a3:latest/gf_table.table.json', 'path': 'media/table/gf_table_0_0d8a3d70d00c60c8e479.table.json'}",0.998310685157776,0.4524705410003662,0.08738454437255859,241546,76.21657090308173,1.882229924201965,2.7501003742218018,-2.3486454486846924,0.2527017593383789,1.612581491470337
0,azure-sweep-24,0.002105,0,2.008,1,constant,0.01838,201,True,cpu,False,False,euler,False,False,cornell_old,0.2978,1000,True,False,False,sum,sc,graff,False,False,,sc,rw,False,100,adam,4566,1.0,1,True,False,,256,0.5,10,none,True,False,True,False,False,False,zero,uniform,testing,True,,,True,graph_neural_diffusion,False,0.4421,0.80,1,0,False,greed,adaptive_heun,2,100,0,,none,False,True,False,True,True,"[2, 'zero', 'none', 0, False, 'sum', True, False]",False,True,,1,False,1,True,0.0005655888365619534,19.624803066253666,77.56756756756758,0.005962091963738203,63.84725570678711,0.8914952278137207,8.46511338560315,-4180.00634765625,0.1535291224718094,1.2366663217544556,7959.6962890625,{'runtime': 19},1681403416.252404,0.8914953470230103,1,2702.832275390625,99.6551724137931,"{'_type': 'table-file', 'ncols': 6, 'nrows': 3, 'sha256': '21eb801f9f204ae9f1fdda682cb20364bd2e1bd7fd66c85031e27dbaded191c6', 'artifact_path': 'wandb-client-artifact://yvmyfja08p573ak6sog9ngvymiakenpy1gi836n1hqan8rxxcrp7joi38x7fczxcxs93vs0gg78ad2itbi6i4xxvk8lyd7u8zb3gl8u720yo15ugzc42lzlxw6m6kelv:latest/gf_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://yvmyfja08p573ak6sog9ngvymiakenpy1gi836n1hqan8rxxcrp7joi38x7fczxcxs93vs0gg78ad2itbi6i4xxvk8lyd7u8zb3gl8u720yo15ugzc42lzlxw6m6kelv:latest/gf_table.table.json', 'path': 'media/table/gf_table_0_21eb801f9f204ae9f1fd.table.json', 'size': 390}",1.8317503929138184,1.2366663217544556,0.008200668692588807,503049,85.93220338983052,1.0447760820388794,1.570636749267578,-1.3024744987487793,6.05487585067749,0.9416553378105164
3,upbeat-sweep-21,0.002908,0,2.099,1,constant,0.03178,201,True,cpu,False,False,euler,False,False,wisconsin,0.3717,1000,True,False,False,sum,sc,graff,False,False,,sc,rw,False,100,adam,1710,0.5,1,True,False,,256,0.5,10,none,True,False,True,False,False,False,zero,uniform,testing,True,,,True,graph_neural_diffusion,False,0.3674,0.80,1,0,False,greed,adaptive_heun,2,100,0,,none,False,True,False,True,True,"[2, 'zero', 'none', 0, False, 'sum', True, False]",False,True,,1,False,1,True,0.0009355141542176364,29.893829822540283,82.94117647058825,0.003731055185198784,104.19630432128906,0.8972162008285522,4.560667980240397,-4985.642578125,0.12886463105678558,1.245482087135315,12262.810546875,{'runtime': 29},1681403304.068349,0.8972163200378418,1,2886.541015625,99.91666666666669,"{'size': 590, '_type': 'table-file', 'ncols': 6, 'nrows': 5, 'sha256': 'd7008e10b770004ba36e5147d2884e030fe4bb3beeedc5fc3fda0c68dc688e45', 'artifact_path': 'wandb-client-artifact://zct7fyni02z0jo9zf5aq2wr8wr2shjtzem3wgnlqvm7peu93tu4bgjo4z47jppn6sfqg9t5buvzy54ddpuajd26wx6jwcylipq981e72mb2zqz0ow94dhaoodx5rhisg:latest/gf_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://zct7fyni02z0jo9zf5aq2wr8wr2shjtzem3wgnlqvm7peu93tu4bgjo4z47jppn6sfqg9t5buvzy54ddpuajd26wx6jwcylipq981e72mb2zqz0ow94dhaoodx5rhisg:latest/gf_table.table.json', 'path': 'media/table/gf_table_0_d7008e10b770004ba36e.table.json'}",1.5899218320846558,1.2454822063446045,0.013260197043418884,503049,87.625,0.7106863856315613,1.2014538049697876,-1.2069348096847534,2.2158851623535156,0.7141615748405457
15,solar-sweep-9,0.00394,0,2.552,1,constant,0.0003348,201,True,cpu,False,False,euler,False,False,Pubmed,0.4232,1000,True,False,False,sum,sc,graff,False,False,,sc,rw,False,100,adam,1896,0.5,1,True,False,,64,0.5,10,none,True,False,True,False,False,False,zero,uniform,testing,True,,,True,graph_neural_diffusion,False,0.412,0.80,1,0,False,greed,adaptive_heun,2,100,0,,none,False,True,False,True,True,"[2, 'zero', 'none', 0, False, 'sum', True, False]",False,True,,1,False,1,True,0.01624354974310752,592.7198309898376,88.49391480730225,0.17514637112617493,-1528.4033203125,0.17371410131454468,0.5103597017474674,-1102701.625,1.7611634731292725,0.978610336780548,105426.5078125,{'runtime': 592},1681396264.437643,0.17371411621570587,1,2843.88134765625,90.82743316073127,"{'size': 684, '_type': 'table-file', 'ncols': 6, 'nrows': 6, 'sha256': '281b92247af49e884db801848dd1a666caec960e4fc6e08efae513040a1a604d', 'artifact_path': 'wandb-client-artifact://kf8hhd29i9lkz1bj68mwjoc5fjynnf2fpj154k4nw5oz46eba737i2jfr3ygpfmc3go90d56jvh5a98o1gep07dh14l3t74f7f4smvbby4pwzop2m5t3qkyu91paitiw:latest/gf_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://kf8hhd29i9lkz1bj68mwjoc5fjynnf2fpj154k4nw5oz46eba737i2jfr3ygpfmc3go90d56jvh5a98o1gep07dh14l3t74f7f4smvbby4pwzop2m5t3qkyu91paitiw:latest/gf_table.table.json', 'path': 'media/table/gf_table_0_281b92247af49e884db8.table.json'}",1.3066765069961548,0.9786103963851928,0.28483734130859373,36359,88.92868462757528,1.8392469882965088,7.037707805633545,-3.3567283153533936,3.416034698486328,1.6766853332519531
6,dark-sweep-18,0.004,0,2.985,1,constant,0.0089,201,True,cpu,False,False,euler,False,False,texas,0.3293,1000,True,False,False,sum,sc,graff,False,False,,sc,rw,False,100,adam,2135,0.5,1,True,False,,256,0.5,10,none,True,False,True,False,False,False,zero,uniform,testing,True,,,True,graph_neural_diffusion,False,0.3936,0.80,1,0,False,greed,adaptive_heun,2,100,0,,none,False,True,False,True,True,"[2, 'zero', 'none', 0, False, 'sum', True, False]",False,True,,1,False,1,True,0.0007345344452516126,26.104361057281498,76.21621621621622,-0.0036427518352866177,468.31732177734375,0.827381432056427,8.61479862189688,-17701.556640625,0.2916790246963501,1.3357287645339966,23738.724609375,{'runtime': 25},1681403165.879362,0.827381432056427,1,4580.3671875,100.0,"{'_type': 'table-file', 'ncols': 6, 'nrows': 6, 'sha256': '686699b28e4dda40846014d9421bdd6c5e1ac29326c5b5fcca80fdcbe5d6558e', 'artifact_path': 'wandb-client-artifact://ue388aqx0oa17lcfxtk0w65fqw3c1fcvnqrhvdiw272939bq9912utk1xea1jzs19xcwc5ym8fsjko4z6ykw8mwdl3d1zcqv6pnbza9x5owif8e88yadecptoskom1u6:latest/gf_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://ue388aqx0oa17lcfxtk0w65fqw3c1fcvnqrhvdiw272939bq9912utk1xea1jzs19xcwc5ym8fsjko4z6ykw8mwdl3d1zcqv6pnbza9x5owif8e88yadecptoskom1u6:latest/gf_table.table.json', 'path': 'media/table/gf_table_0_686699b28e4dda408460.table.json', 'size': 701}",0.9365721940994264,1.3357287645339966,0.011439645648002624,503049,87.28813559322035,0.7530364394187927,1.616689682006836,-1.7826975584030151,-0.25294697284698486,0.5856950283050537
21,fresh-sweep-3,0.00261,0,3.0,1,constant,0.04125,201,True,cpu,False,False,euler,False,False,Cora,0.3386,1000,True,False,False,sum,sc,graff,False,False,,sc,rw,False,100,adam,6877,0.25,1,True,False,,64,0.5,10,none,True,False,True,False,False,False,zero,uniform,testing,True,,,True,graph_neural_diffusion,False,0.5294,0.80,1,0,False,greed,adaptive_heun,2,100,0,,none,False,True,False,True,True,"[2, 'zero', 'none', 0, False, 'sum', True, False]",False,True,,1,False,1,True,0.003111728751111117,139.2242569923401,87.12273641851107,0.20842333137989044,-1067.0882568359375,0.09308894723653792,0.7844502490791905,-569113.0,0.6982935667037964,0.5922428965568542,48882.9140625,{'runtime': 138},1681393908.268128,0.09308894723653792,1,874.3502197265625,95.81375838926174,"{'_type': 'table-file', 'ncols': 6, 'nrows': 13, 'sha256': '069a77550aef90f5090fa37e29c1f925ad852e7dcc32272fca7ee58dd1223904', 'artifact_path': 'wandb-client-artifact://0csgfx4o66q0g47tzbbcpkl2gvrz09494wvfzw5rxucmznz6lrgq2mgsobp0tim7ebkqh1uzjtftb018cg90atnst604vgtqc57woecqegslc72qs0xk6xmwuzduidf0:latest/gf_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://0csgfx4o66q0g47tzbbcpkl2gvrz09494wvfzw5rxucmznz6lrgq2mgsobp0tim7ebkqh1uzjtftb018cg90atnst604vgtqc57woecqegslc72qs0xk6xmwuzduidf0:latest/gf_table.table.json', 'path': 'media/table/gf_table_0_069a77550aef90f5090f.table.json', 'size': 1420}",0.992949366569519,0.5922428965568542,0.06750750839710236,96331,88.55527638190954,1.7756476402282717,2.8487305641174316,-0.2025209665298462,5.779383182525635,1.6853362321853638
12,cosmic-sweep-12,0.001411,0,3.194,1,constant,0.0004295,201,True,cpu,False,False,euler,False,False,chameleon,0.3674,1000,True,False,False,sum,sc,graff,False,False,,sc,rw,False,100,adam,6432,1.0,1,True,False,,64,0.5,10,none,True,False,True,False,False,False,zero,uniform,testing,True,,,True,graph_neural_diffusion,False,0.4327,0.80,1,0,False,greed,adaptive_heun,2,100,0,,none,False,True,False,True,True,"[2, 'zero', 'none', 0, False, 'sum', True, False]",False,True,,1,False,1,True,0.005635595632359531,179.2844259738922,65.10964912280701,-0.013137057423591614,-806.3242797851562,0.91889226436615,1.0491994485882177,-132465.75,1.8446130752563477,1.743972659111023,122386.0625,{'runtime': 178},1681396850.521767,0.9188923239707948,1,15743.986328125,99.13919413919416,"{'_type': 'table-file', 'ncols': 6, 'nrows': 4, 'sha256': '612d6fd20faf421832452cf91cd1bb342eda9d37834d0e330249a4c041553a8d', 'artifact_path': 'wandb-client-artifact://8jsv5qi6rl1aemzovlc08mhbcsquee60x6muaccmtds9rzqyqtbuz5sdmzaxibm7y1l2imlj6szoqzmza3vbv3bvw4g3qzalq61hzae9k15321x3aoe9w2cxuzke1t1o:latest/gf_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://8jsv5qi6rl1aemzovlc08mhbcsquee60x6muaccmtds9rzqyqtbuz5sdmzaxibm7y1l2imlj6szoqzmza3vbv3bvw4g3qzalq61hzae9k15321x3aoe9w2cxuzke1t1o:latest/gf_table.table.json', 'path': 'media/table/gf_table_0_612d6fd20faf42183245.table.json', 'size': 478}",0.22045864164829257,1.743972897529602,0.08715031838417053,153289,66.22770919067216,0.570448637008667,4.605353832244873,-5.182841777801514,0.06500396132469177,0.5137882828712463
9,laced-sweep-15,0.0027,0,3.275,1,constant,0.0006,201,True,cpu,False,False,euler,False,False,squirrel,0.159,1000,True,False,False,sum,sc,graff,False,False,,sc,rw,False,100,adam,9235,1.0,1,False,False,,128,0.5,10,none,True,False,True,False,False,False,zero,uniform,testing,True,,,True,graph_neural_diffusion,False,0.349,0.80,1,0,False,greed,adaptive_heun,2,100,0,,layerwise,False,True,False,True,True,"[2, 'zero', 'none', 0, False, 'sum', True, False]",False,True,,1,False,1,True,0.035636266517148185,1894.6757469177248,59.73102785782902,-0.02831444889307022,-1324.363525390625,1.0080070495605469,0.9680785926873484,-917230.1875,1.4584766626358032,1.4896796941757202,2750491.0,{'runtime': 1894},1681403038.100435,1.0080070495605469,1,35200.73828125,94.63942307692308,"{'ncols': 6, 'nrows': 4, 'sha256': 'd0a2562fa6315d4832e9c52a01879e3202dfb5ba491282a3e6e16462495cf4c0', 'artifact_path': 'wandb-client-artifact://tznoa35cu1yu56t8jb7mn9cjfs5822fn5kuu9d0zyo7xxkmzbva6hwu2arxtfbmlerbhcekw7j8mndym1ozgmgqc99je4j3j7yef4cvwyiii03x1yoiwqy3n4zm1mkiz:latest/gf_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://tznoa35cu1yu56t8jb7mn9cjfs5822fn5kuu9d0zyo7xxkmzbva6hwu2arxtfbmlerbhcekw7j8mndym1ozgmgqc99je4j3j7yef4cvwyiii03x1yoiwqy3n4zm1mkiz:latest/gf_table.table.json', 'path': 'media/table/gf_table_0_d0a2562fa6315d4832e9.table.json', 'size': 468, '_type': 'table-file'}",0.11917682737112044,1.4896798133850098,0.9362488696575164,284553,59.80769230769231,0.5058434009552002,2.9510133266448975,-3.4338369369506836,-0.10462549328804016,0.464400976896286
